"","STATION","Sampling.date","Day","Month","Year","species","abundance"
"1228",4,1997-05-15,15,5,1997,"Cnidaria ind ",0
"1229",2,1998-05-01,1,5,1998,"Cnidaria ind ",0
"1230",3,1998-05-01,1,5,1998,"Cnidaria ind ",0
"1231",4,1998-05-01,1,5,1998,"Cnidaria ind ",0
"1232",2,1999-05-07,7,5,1999,"Cnidaria ind ",0
"1233",3,1999-05-07,7,5,1999,"Cnidaria ind ",0
"1234",4,1999-05-07,7,5,1999,"Cnidaria ind ",0
"1235",2,2000-05-25,25,5,2000,"Cnidaria ind ",0
"1236",3,2000-05-25,25,5,2000,"Cnidaria ind ",0
"1237",4,2000-05-25,25,5,2000,"Cnidaria ind ",0
"1238",2,2001-05-28,28,5,2001,"Cnidaria ind ",0
"1239",3,2001-05-28,28,5,2001,"Cnidaria ind ",0
"1240",4,2001-05-28,28,5,2001,"Cnidaria ind ",0
"1241",2,2002-04-22,22,4,2002,"Cnidaria ind ",0
"1242",3,2002-04-22,22,4,2002,"Cnidaria ind ",0
"1243",4,2002-04-22,22,4,2002,"Cnidaria ind ",0
"1244",4,2014-05-21,21,5,2014,"Cnidaria ind ",0
"1245",2,2015-05-27,27,5,2015,"Cnidaria ind ",0
"1246",3,2015-05-27,27,5,2015,"Cnidaria ind ",0
"1247",4,2015-05-27,27,5,2015,"Cnidaria ind ",0
"1248",2,2016-04-29,29,4,2016,"Cnidaria ind ",0
"1249",3,2016-04-29,29,4,2016,"Cnidaria ind ",0.727107475573733
"1250",4,2016-04-29,29,4,2016,"Cnidaria ind ",0.838574423480084
"1251",2,1997-05-14,14,5,1997,"Celenterata",0
"1252",3,1997-05-14,14,5,1997,"Celenterata",0
"1253",4,1997-05-15,15,5,1997,"Celenterata",0
"1254",2,1998-05-01,1,5,1998,"Celenterata",0
"1255",3,1998-05-01,1,5,1998,"Celenterata",2.25924879977407
"1256",4,1998-05-01,1,5,1998,"Celenterata",0
"1257",2,1999-05-07,7,5,1999,"Celenterata",0
"1258",3,1999-05-07,7,5,1999,"Celenterata",0
"1259",4,1999-05-07,7,5,1999,"Celenterata",0
"1260",2,2000-05-25,25,5,2000,"Celenterata",0
"1261",3,2000-05-25,25,5,2000,"Celenterata",0
"1262",4,2000-05-25,25,5,2000,"Celenterata",0
"1263",2,2001-05-28,28,5,2001,"Celenterata",0
"1264",3,2001-05-28,28,5,2001,"Celenterata",0
"1265",4,2001-05-28,28,5,2001,"Celenterata",0
"1266",2,2002-04-22,22,4,2002,"Celenterata",0.708114997875655
"1267",3,2002-04-22,22,4,2002,"Celenterata",0.472076665250437
"1268",4,2002-04-22,22,4,2002,"Celenterata",0.472076665250437
"1269",4,2014-05-21,21,5,2014,"Celenterata",0
"1270",2,2015-05-27,27,5,2015,"Celenterata",0
"1271",3,2015-05-27,27,5,2015,"Celenterata",0
"1272",4,2015-05-27,27,5,2015,"Celenterata",0
"1273",2,2016-04-29,29,4,2016,"Celenterata",0
"1274",3,2016-04-29,29,4,2016,"Celenterata",0
"1275",4,2016-04-29,29,4,2016,"Celenterata",0
"1276",2,1997-05-14,14,5,1997,"Chaetognatha ind ",0
"1277",3,1997-05-14,14,5,1997,"Chaetognatha ind ",0
"1278",4,1997-05-15,15,5,1997,"Chaetognatha ind ",3.89317137740403
"1279",2,1998-05-01,1,5,1998,"Chaetognatha ind ",0
"1280",3,1998-05-01,1,5,1998,"Chaetognatha ind ",0
"1281",4,1998-05-01,1,5,1998,"Chaetognatha ind ",13.290855134975
"1282",2,1999-05-07,7,5,1999,"Chaetognatha ind ",0
"1283",3,1999-05-07,7,5,1999,"Chaetognatha ind ",0
"1284",4,1999-05-07,7,5,1999,"Chaetognatha ind ",0
"1285",2,2000-05-25,25,5,2000,"Chaetognatha ind ",0
"1286",3,2000-05-25,25,5,2000,"Chaetognatha ind ",0
"1287",4,2000-05-25,25,5,2000,"Chaetognatha ind ",12.1102028458977
"1288",2,2001-05-28,28,5,2001,"Chaetognatha ind ",0
"1289",3,2001-05-28,28,5,2001,"Chaetognatha ind ",1.1133284903544
"1290",4,2001-05-28,28,5,2001,"Chaetognatha ind ",1.53933333397472
"1291",2,2002-04-22,22,4,2002,"Chaetognatha ind ",0.472076665250437
"1292",3,2002-04-22,22,4,2002,"Chaetognatha ind ",0.472076665250437
"1293",4,2002-04-22,22,4,2002,"Chaetognatha ind ",4.22542650398775
"1294",4,2014-05-21,21,5,2014,"Chaetognatha ind ",8.08080808080808
"1295",2,2015-05-27,27,5,2015,"Chaetognatha ind ",2.73504273504274
"1296",3,2015-05-27,27,5,2015,"Chaetognatha ind ",0.749506903353057
"1297",4,2015-05-27,27,5,2015,"Chaetognatha ind ",1.14155251141553
"1298",2,2016-04-29,29,4,2016,"Chaetognatha ind ",0.122605363984674
"1299",3,2016-04-29,29,4,2016,"Chaetognatha ind ",1.45421495114747
"1300",4,2016-04-29,29,4,2016,"Chaetognatha ind ",10.062893081761
"1301",2,1997-05-14,14,5,1997,"Cirripedia larve ind ",0
"1302",3,1997-05-14,14,5,1997,"Cirripedia larve ind ",0
"1303",4,1997-05-15,15,5,1997,"Cirripedia larve ind ",0
"1304",2,1998-05-01,1,5,1998,"Cirripedia larve ind ",0
"1305",3,1998-05-01,1,5,1998,"Cirripedia larve ind ",0
"1306",4,1998-05-01,1,5,1998,"Cirripedia larve ind ",0
"1307",2,1999-05-07,7,5,1999,"Cirripedia larve ind ",0
"1308",3,1999-05-07,7,5,1999,"Cirripedia larve ind ",0
"1309",4,1999-05-07,7,5,1999,"Cirripedia larve ind ",0
"1310",2,2000-05-25,25,5,2000,"Cirripedia larve ind ",0
"1311",3,2000-05-25,25,5,2000,"Cirripedia larve ind ",0
"1312",4,2000-05-25,25,5,2000,"Cirripedia larve ind ",0
"1313",2,2001-05-28,28,5,2001,"Cirripedia larve ind ",0
"1314",3,2001-05-28,28,5,2001,"Cirripedia larve ind ",0
"1315",4,2001-05-28,28,5,2001,"Cirripedia larve ind ",0
"1316",2,2002-04-22,22,4,2002,"Cirripedia larve ind ",0
"1317",3,2002-04-22,22,4,2002,"Cirripedia larve ind ",0
"1318",4,2002-04-22,22,4,2002,"Cirripedia larve ind ",0
"1319",4,2014-05-21,21,5,2014,"Cirripedia larve ind ",24.2424242424242
"1320",2,2015-05-27,27,5,2015,"Cirripedia larve ind ",13.6752136752137
"1321",3,2015-05-27,27,5,2015,"Cirripedia larve ind ",3.35305719921105
"1322",4,2015-05-27,27,5,2015,"Cirripedia larve ind ",10.958904109589
"1323",2,2016-04-29,29,4,2016,"Cirripedia larve ind ",0.306513409961686
"1324",3,2016-04-29,29,4,2016,"Cirripedia larve ind ",0.21813224267212
"1325",4,2016-04-29,29,4,2016,"Cirripedia larve ind ",0
"1326",2,1997-05-14,14,5,1997,"Cirripedia larva nauplius",47.5669504828045
"1327",3,1997-05-14,14,5,1997,"Cirripedia larva nauplius",25.4424024897208
"1328",4,1997-05-15,15,5,1997,"Cirripedia larva nauplius",3.89317137740403
"1329",2,1998-05-01,1,5,1998,"Cirripedia larva nauplius",7.48760866744518
"1330",3,1998-05-01,1,5,1998,"Cirripedia larva nauplius",3.89256520046711
"1331",4,1998-05-01,1,5,1998,"Cirripedia larva nauplius",2
"1332",2,1999-05-07,7,5,1999,"Cirripedia larva nauplius",1.39033715676051
"1333",3,1999-05-07,7,5,1999,"Cirripedia larva nauplius",2.31803430690774
"1334",4,1999-05-07,7,5,1999,"Cirripedia larva nauplius",5.79815183910129
"1335",2,2000-05-25,25,5,2000,"Cirripedia larva nauplius",80.5555555555555
"1336",3,2000-05-25,25,5,2000,"Cirripedia larva nauplius",3.68222406333425
"1337",4,2000-05-25,25,5,2000,"Cirripedia larva nauplius",0
"1338",2,2001-05-28,28,5,2001,"Cirripedia larva nauplius",1.15026154071782
"1339",3,2001-05-28,28,5,2001,"Cirripedia larva nauplius",4.4533139614176
"1340",4,2001-05-28,28,5,2001,"Cirripedia larva nauplius",15.3933333397472
"1341",2,2002-04-22,22,4,2002,"Cirripedia larva nauplius",0.944153330500873
"1342",3,2002-04-22,22,4,2002,"Cirripedia larva nauplius",0.472076665250437
"1343",4,2002-04-22,22,4,2002,"Cirripedia larva nauplius",12.6762795119632
"1344",4,2014-05-21,21,5,2014,"Cirripedia larva nauplius",0
"1345",2,2015-05-27,27,5,2015,"Cirripedia larva nauplius",0
"1346",3,2015-05-27,27,5,2015,"Cirripedia larva nauplius",0
"1347",4,2015-05-27,27,5,2015,"Cirripedia larva nauplius",0
"1348",2,2016-04-29,29,4,2016,"Cirripedia larva nauplius",1.77777777777778
"1349",3,2016-04-29,29,4,2016,"Cirripedia larva nauplius",2.90842990229493
"1350",4,2016-04-29,29,4,2016,"Cirripedia larva nauplius",1.67714884696017
"1351",2,1997-05-14,14,5,1997,"Cumacea",0
"1352",3,1997-05-14,14,5,1997,"Cumacea",0
"1353",4,1997-05-15,15,5,1997,"Cumacea",0
"1354",2,1998-05-01,1,5,1998,"Cumacea",0
"1355",3,1998-05-01,1,5,1998,"Cumacea",0
"1356",4,1998-05-01,1,5,1998,"Cumacea",0
"1357",2,1999-05-07,7,5,1999,"Cumacea",0
"1358",3,1999-05-07,7,5,1999,"Cumacea",0
"1359",4,1999-05-07,7,5,1999,"Cumacea",0
"1360",2,2000-05-25,25,5,2000,"Cumacea",0
"1361",3,2000-05-25,25,5,2000,"Cumacea",0
"1362",4,2000-05-25,25,5,2000,"Cumacea",0
"1363",2,2001-05-28,28,5,2001,"Cumacea",0.57513077035891
"1364",3,2001-05-28,28,5,2001,"Cumacea",0
"1365",4,2001-05-28,28,5,2001,"Cumacea",0
"1366",2,2002-04-22,22,4,2002,"Cumacea",0
"1367",3,2002-04-22,22,4,2002,"Cumacea",0
"1368",4,2002-04-22,22,4,2002,"Cumacea",0
"1369",4,2014-05-21,21,5,2014,"Cumacea",0.404040404040404
"1370",2,2015-05-27,27,5,2015,"Cumacea",0
"1371",3,2015-05-27,27,5,2015,"Cumacea",0
"1372",4,2015-05-27,27,5,2015,"Cumacea",0
"1373",2,2016-04-29,29,4,2016,"Cumacea",0
"1374",3,2016-04-29,29,4,2016,"Cumacea",0.16359918200409
"1375",4,2016-04-29,29,4,2016,"Cumacea",0
"1376",2,1997-05-14,14,5,1997,"Decapoda larve ind ",24.7348142510584
"1377",3,1997-05-14,14,5,1997,"Decapoda larve ind ",32.7116603439268
"1378",4,1997-05-15,15,5,1997,"Decapoda larve ind ",284.201510550494
"1379",2,1998-05-01,1,5,1998,"Decapoda larve ind ",0
"1380",3,1998-05-01,1,5,1998,"Decapoda larve ind ",1.94628260023355
"1381",4,1998-05-01,1,5,1998,"Decapoda larve ind ",0
"1382",2,1999-05-07,7,5,1999,"Decapoda larve ind ",12.5130344108446
"1383",3,1999-05-07,7,5,1999,"Decapoda larve ind ",69.5410292072323
"1384",4,1999-05-07,7,5,1999,"Decapoda larve ind ",417.466932415293
"1385",2,2000-05-25,25,5,2000,"Decapoda larve ind ",6.48148148148148
"1386",3,2000-05-25,25,5,2000,"Decapoda larve ind ",9.20556015833563
"1387",4,2000-05-25,25,5,2000,"Decapoda larve ind ",36.330608537693
"1388",2,2001-05-28,28,5,2001,"Decapoda larve ind ",24.7306231254331
"1389",3,2001-05-28,28,5,2001,"Decapoda larve ind ",34.5131832009864
"1390",4,2001-05-28,28,5,2001,"Decapoda larve ind ",32.3260000134692
"1391",2,2002-04-22,22,4,2002,"Decapoda larve ind ",0.472076665250437
"1392",3,2002-04-22,22,4,2002,"Decapoda larve ind ",0.629287017808823
"1393",4,2002-04-22,22,4,2002,"Decapoda larve ind ",4.22542650398775
"1394",4,2014-05-21,21,5,2014,"Decapoda larve ind ",76.7676767676768
"1395",2,2015-05-27,27,5,2015,"Decapoda larve ind ",10.9401709401709
"1396",3,2015-05-27,27,5,2015,"Decapoda larve ind ",3.15581854043393
"1397",4,2015-05-27,27,5,2015,"Decapoda larve ind ",219.178082191781
"1398",2,2016-04-29,29,4,2016,"Decapoda larve ind ",4.7816091954023
"1399",3,2016-04-29,29,4,2016,"Decapoda larve ind ",22.5403317427857
"1400",4,2016-04-29,29,4,2016,"Decapoda larve ind ",1.67714884696017
"1401",2,1997-05-14,14,5,1997,"Echinodermata ind ",0
"1402",3,1997-05-14,14,5,1997,"Echinodermata ind ",0
"1403",4,1997-05-15,15,5,1997,"Echinodermata ind ",0
"1404",2,1998-05-01,1,5,1998,"Echinodermata ind ",0
"1405",3,1998-05-01,1,5,1998,"Echinodermata ind ",0
"1406",4,1998-05-01,1,5,1998,"Echinodermata ind ",0
"1407",2,1999-05-07,7,5,1999,"Echinodermata ind ",0
"1408",3,1999-05-07,7,5,1999,"Echinodermata ind ",0
"1409",4,1999-05-07,7,5,1999,"Echinodermata ind ",11.5963036782026
"1410",2,2000-05-25,25,5,2000,"Echinodermata ind ",0
"1411",3,2000-05-25,25,5,2000,"Echinodermata ind ",0
"1412",4,2000-05-25,25,5,2000,"Echinodermata ind ",0
"1413",2,2001-05-28,28,5,2001,"Echinodermata ind ",0
"1414",3,2001-05-28,28,5,2001,"Echinodermata ind ",0
"1415",4,2001-05-28,28,5,2001,"Echinodermata ind ",0
"1416",2,2002-04-22,22,4,2002,"Echinodermata ind ",0
"1417",3,2002-04-22,22,4,2002,"Echinodermata ind ",0
"1418",4,2002-04-22,22,4,2002,"Echinodermata ind ",0
"1419",4,2014-05-21,21,5,2014,"Echinodermata ind ",153.535353535354
"1420",2,2015-05-27,27,5,2015,"Echinodermata ind ",0.0341880341880342
"1421",3,2015-05-27,27,5,2015,"Echinodermata ind ",0.0394477317554241
"1422",4,2015-05-27,27,5,2015,"Echinodermata ind ",21.9178082191781
"1423",2,2016-04-29,29,4,2016,"Echinodermata ind ",0.919540229885057
"1424",3,2016-04-29,29,4,2016,"Echinodermata ind ",2.1813224267212
"1425",4,2016-04-29,29,4,2016,"Echinodermata ind ",62.0545073375262
"1426",2,1997-05-14,14,5,1997,"Gastropoda larve ind ",3.80535603862436
"1427",3,1997-05-14,14,5,1997,"Gastropoda larve ind ",21.8077735626178
"1428",4,1997-05-15,15,5,1997,"Gastropoda larve ind ",58.3975706610605
"1429",2,1998-05-01,1,5,1998,"Gastropoda larve ind ",0.648760866744518
"1430",3,1998-05-01,1,5,1998,"Gastropoda larve ind ",0
"1431",4,1998-05-01,1,5,1998,"Gastropoda larve ind ",0
"1432",2,1999-05-07,7,5,1999,"Gastropoda larve ind ",0
"1433",3,1999-05-07,7,5,1999,"Gastropoda larve ind ",5.79508576726936
"1434",4,1999-05-07,7,5,1999,"Gastropoda larve ind ",77.3086911880171
"1435",2,2000-05-25,25,5,2000,"Gastropoda larve ind ",0.925925925925926
"1436",3,2000-05-25,25,5,2000,"Gastropoda larve ind ",0.920556015833563
"1437",4,2000-05-25,25,5,2000,"Gastropoda larve ind ",1364.41618730447
"1438",2,2001-05-28,28,5,2001,"Gastropoda larve ind ",1.15026154071782
"1439",3,2001-05-28,28,5,2001,"Gastropoda larve ind ",1.1133284903544
"1440",4,2001-05-28,28,5,2001,"Gastropoda larve ind ",6.15733333589889
"1441",2,2002-04-22,22,4,2002,"Gastropoda larve ind ",1.41622999575131
"1442",3,2002-04-22,22,4,2002,"Gastropoda larve ind ",0.314643508904411
"1443",4,2002-04-22,22,4,2002,"Gastropoda larve ind ",67.6068240638039
"1444",4,2014-05-21,21,5,2014,"Gastropoda larve ind ",52.5252525252525
"1445",2,2015-05-27,27,5,2015,"Gastropoda larve ind ",10.9401709401709
"1446",3,2015-05-27,27,5,2015,"Gastropoda larve ind ",9.46745562130178
"1447",4,2015-05-27,27,5,2015,"Gastropoda larve ind ",84.0182648401827
"1448",2,2016-04-29,29,4,2016,"Gastropoda larve ind ",2.32950191570881
"1449",3,2016-04-29,29,4,2016,"Gastropoda larve ind ",11.6337196091797
"1450",4,2016-04-29,29,4,2016,"Gastropoda larve ind ",46.1215932914046
"1451",2,1997-05-14,14,5,1997,"Hydrozoa ind ",0
"1452",3,1997-05-14,14,5,1997,"Hydrozoa ind ",0
"1453",4,1997-05-15,15,5,1997,"Hydrozoa ind ",0
"1454",2,1998-05-01,1,5,1998,"Hydrozoa ind ",0
"1455",3,1998-05-01,1,5,1998,"Hydrozoa ind ",0
"1456",4,1998-05-01,1,5,1998,"Hydrozoa ind ",0
"1457",2,1999-05-07,7,5,1999,"Hydrozoa ind ",0
"1458",3,1999-05-07,7,5,1999,"Hydrozoa ind ",0
"1459",4,1999-05-07,7,5,1999,"Hydrozoa ind ",0
"1460",2,2000-05-25,25,5,2000,"Hydrozoa ind ",0
"1461",3,2000-05-25,25,5,2000,"Hydrozoa ind ",0
"1462",4,2000-05-25,25,5,2000,"Hydrozoa ind ",0
"1463",2,2001-05-28,28,5,2001,"Hydrozoa ind ",0
"1464",3,2001-05-28,28,5,2001,"Hydrozoa ind ",0
"1465",4,2001-05-28,28,5,2001,"Hydrozoa ind ",0
"1466",2,2002-04-22,22,4,2002,"Hydrozoa ind ",0
"1467",3,2002-04-22,22,4,2002,"Hydrozoa ind ",0
"1468",4,2002-04-22,22,4,2002,"Hydrozoa ind ",0
"1469",4,2014-05-21,21,5,2014,"Hydrozoa ind ",4.04040404040404
"1470",2,2015-05-27,27,5,2015,"Hydrozoa ind ",8.2051282051282
"1471",3,2015-05-27,27,5,2015,"Hydrozoa ind ",1.22287968441815
"1472",4,2015-05-27,27,5,2015,"Hydrozoa ind ",0.091324200913242
"1473",2,2016-04-29,29,4,2016,"Hydrozoa ind ",0.245210727969349
"1474",3,2016-04-29,29,4,2016,"Hydrozoa ind ",1.45421495114747
"1475",4,2016-04-29,29,4,2016,"Hydrozoa ind ",0.0838574423480084
"1476",2,1997-05-14,14,5,1997,"Isopoda",0
"1477",3,1997-05-14,14,5,1997,"Isopoda",0
"1478",4,1997-05-15,15,5,1997,"Isopoda",0
"1479",2,1998-05-01,1,5,1998,"Isopoda",0
"1480",3,1998-05-01,1,5,1998,"Isopoda",0
"1481",4,1998-05-01,1,5,1998,"Isopoda",0
"1482",2,1999-05-07,7,5,1999,"Isopoda",0
"1483",3,1999-05-07,7,5,1999,"Isopoda",0
"1484",4,1999-05-07,7,5,1999,"Isopoda",0
"1485",2,2000-05-25,25,5,2000,"Isopoda",0
"1486",3,2000-05-25,25,5,2000,"Isopoda",0
"1487",4,2000-05-25,25,5,2000,"Isopoda",0
"1488",2,2001-05-28,28,5,2001,"Isopoda",0
"1489",3,2001-05-28,28,5,2001,"Isopoda",0
"1490",4,2001-05-28,28,5,2001,"Isopoda",0
"1491",2,2002-04-22,22,4,2002,"Isopoda",0
"1492",3,2002-04-22,22,4,2002,"Isopoda",0
"1493",4,2002-04-22,22,4,2002,"Isopoda",0
"1494",4,2014-05-21,21,5,2014,"Isopoda",0
"1495",2,2015-05-27,27,5,2015,"Isopoda",2.73504273504274
"1496",3,2015-05-27,27,5,2015,"Isopoda",0.19723865877712
"1497",4,2015-05-27,27,5,2015,"Isopoda",0.182648401826484
"1498",2,2016-04-29,29,4,2016,"Isopoda",0.183908045977011
"1499",3,2016-04-29,29,4,2016,"Isopoda",0.05453306066803
"1500",4,2016-04-29,29,4,2016,"Isopoda",0
"1501",2,1997-05-14,14,5,1997,"Mysida ind ",0
"1502",3,1997-05-14,14,5,1997,"Mysida ind ",7.26925785420595
"1503",4,1997-05-15,15,5,1997,"Mysida ind ",0
"1504",2,1998-05-01,1,5,1998,"Mysida ind ",0
"1505",3,1998-05-01,1,5,1998,"Mysida ind ",0.648760866744518
"1506",4,1998-05-01,1,5,1998,"Mysida ind ",2.11752249867655
"1507",2,1999-05-07,7,5,1999,"Mysida ind ",1.39033715676051
"1508",3,1999-05-07,7,5,1999,"Mysida ind ",0
"1509",4,1999-05-07,7,5,1999,"Mysida ind ",1.93271727970043
"1510",2,2000-05-25,25,5,2000,"Mysida ind ",0.925925925925926
"1511",3,2000-05-25,25,5,2000,"Mysida ind ",0
"1512",4,2000-05-25,25,5,2000,"Mysida ind ",0
"1513",2,2001-05-28,28,5,2001,"Mysida ind ",0
"1514",3,2001-05-28,28,5,2001,"Mysida ind ",0
"1515",4,2001-05-28,28,5,2001,"Mysida ind ",3.07866666794944
"1516",2,2002-04-22,22,4,2002,"Mysida ind ",0.472076665250437
"1517",3,2002-04-22,22,4,2002,"Mysida ind ",0.472076665250437
"1518",4,2002-04-22,22,4,2002,"Mysida ind ",0.472076665250437
"1519",4,2014-05-21,21,5,2014,"Mysida ind ",0
"1520",2,2015-05-27,27,5,2015,"Mysida ind ",0
"1521",3,2015-05-27,27,5,2015,"Mysida ind ",0.0394477317554241
"1522",4,2015-05-27,27,5,2015,"Mysida ind ",0
"1523",2,2016-04-29,29,4,2016,"Mysida ind ",0
"1524",3,2016-04-29,29,4,2016,"Mysida ind ",0.05453306066803
"1525",4,2016-04-29,29,4,2016,"Mysida ind ",0
"1526",2,1997-05-14,14,5,1997,"Nematoda",0
"1527",3,1997-05-14,14,5,1997,"Nematoda",0
"1528",4,1997-05-15,15,5,1997,"Nematoda",0
"1529",2,1998-05-01,1,5,1998,"Nematoda",1.08137334414707
"1530",3,1998-05-01,1,5,1998,"Nematoda",2.25924879977407
"1531",4,1998-05-01,1,5,1998,"Nematoda",0
"1532",2,1999-05-07,7,5,1999,"Nematoda",0
"1533",3,1999-05-07,7,5,1999,"Nematoda",0
"1534",4,1999-05-07,7,5,1999,"Nematoda",0
"1535",2,2000-05-25,25,5,2000,"Nematoda",0
"1536",3,2000-05-25,25,5,2000,"Nematoda",0
"1537",4,2000-05-25,25,5,2000,"Nematoda",0
"1538",2,2001-05-28,28,5,2001,"Nematoda",0
"1539",3,2001-05-28,28,5,2001,"Nematoda",0
"1540",4,2001-05-28,28,5,2001,"Nematoda",0
"1541",2,2002-04-22,22,4,2002,"Nematoda",0
"1542",3,2002-04-22,22,4,2002,"Nematoda",0
"1543",4,2002-04-22,22,4,2002,"Nematoda",0
"1544",4,2014-05-21,21,5,2014,"Nematoda",0
"1545",2,2015-05-27,27,5,2015,"Nematoda",0
"1546",3,2015-05-27,27,5,2015,"Nematoda",0
"1547",4,2015-05-27,27,5,2015,"Nematoda",0
"1548",2,2016-04-29,29,4,2016,"Nematoda",0
"1549",3,2016-04-29,29,4,2016,"Nematoda",0
"1550",4,2016-04-29,29,4,2016,"Nematoda",0
"1551",2,1997-05-14,14,5,1997,"Ostracoda ind ",0
"1552",3,1997-05-14,14,5,1997,"Ostracoda ind ",0
"1553",4,1997-05-15,15,5,1997,"Ostracoda ind ",0
"1554",2,1998-05-01,1,5,1998,"Ostracoda ind ",0
"1555",3,1998-05-01,1,5,1998,"Ostracoda ind ",1.12962439988704
"1556",4,1998-05-01,1,5,1998,"Ostracoda ind ",0
"1557",2,1999-05-07,7,5,1999,"Ostracoda ind ",0
"1558",3,1999-05-07,7,5,1999,"Ostracoda ind ",0
"1559",4,1999-05-07,7,5,1999,"Ostracoda ind ",0
"1560",2,2000-05-25,25,5,2000,"Ostracoda ind ",0
"1561",3,2000-05-25,25,5,2000,"Ostracoda ind ",0
"1562",4,2000-05-25,25,5,2000,"Ostracoda ind ",0
"1563",2,2001-05-28,28,5,2001,"Ostracoda ind ",0
"1564",3,2001-05-28,28,5,2001,"Ostracoda ind ",0
"1565",4,2001-05-28,28,5,2001,"Ostracoda ind ",0
"1566",2,2002-04-22,22,4,2002,"Ostracoda ind ",0
"1567",3,2002-04-22,22,4,2002,"Ostracoda ind ",0
"1568",4,2002-04-22,22,4,2002,"Ostracoda ind ",0
"1569",4,2014-05-21,21,5,2014,"Ostracoda ind ",0.808080808080808
"1570",2,2015-05-27,27,5,2015,"Ostracoda ind ",0.0341880341880342
"1571",3,2015-05-27,27,5,2015,"Ostracoda ind ",0.0394477317554241
"1572",4,2015-05-27,27,5,2015,"Ostracoda ind ",0
"1573",2,2016-04-29,29,4,2016,"Ostracoda ind ",0
"1574",3,2016-04-29,29,4,2016,"Ostracoda ind ",0
"1575",4,2016-04-29,29,4,2016,"Ostracoda ind ",0
"1576",2,1997-05-14,14,5,1997,"Pisces larve",0
"1577",3,1997-05-14,14,5,1997,"Pisces larve",7
"1578",4,1997-05-15,15,5,1997,"Pisces larve",0
"1579",2,1998-05-01,1,5,1998,"Pisces larve",1.5
"1580",3,1998-05-01,1,5,1998,"Pisces larve",0
"1581",4,1998-05-01,1,5,1998,"Pisces larve",0
"1582",2,1999-05-07,7,5,1999,"Pisces larve",2.08550573514077
"1583",3,1999-05-07,7,5,1999,"Pisces larve",2.31803430690774
"1584",4,1999-05-07,7,5,1999,"Pisces larve",5.79815183910129
"1585",2,2000-05-25,25,5,2000,"Pisces larve",0.925925925925926
"1586",3,2000-05-25,25,5,2000,"Pisces larve",0
"1587",4,2000-05-25,25,5,2000,"Pisces larve",0
"1588",2,2001-05-28,28,5,2001,"Pisces larve",0.57513077035891
"1589",3,2001-05-28,28,5,2001,"Pisces larve",1.1133284903544
"1590",4,2001-05-28,28,5,2001,"Pisces larve",1.53933333397472
"1591",2,2002-04-22,22,4,2002,"Pisces larve",0.472076665250437
"1592",3,2002-04-22,22,4,2002,"Pisces larve",0.472076665250437
"1593",4,2002-04-22,22,4,2002,"Pisces larve",0.472076665250437
"1594",4,2014-05-21,21,5,2014,"Pisces larve",0.404040404040404
"1595",2,2015-05-27,27,5,2015,"Pisces larve",8.23931623931624
"1596",3,2015-05-27,27,5,2015,"Pisces larve",3.15581854043393
"1597",4,2015-05-27,27,5,2015,"Pisces larve",7.30593607305936
"1598",2,2016-04-29,29,4,2016,"Pisces larve",0.245210727969349
"1599",3,2016-04-29,29,4,2016,"Pisces larve",2.23585548738923
"1600",4,2016-04-29,29,4,2016,"Pisces larve",0.0838574423480084
"1601",2,1997-05-14,14,5,1997,"Pisces uova",21
"1602",3,1997-05-14,14,5,1997,"Pisces uova",22
"1603",4,1997-05-15,15,5,1997,"Pisces uova",4
"1604",2,1998-05-01,1,5,1998,"Pisces uova",3
"1605",3,1998-05-01,1,5,1998,"Pisces uova",0
"1606",4,1998-05-01,1,5,1998,"Pisces uova",0.5
"1607",2,1999-05-07,7,5,1999,"Pisces uova",9.7323600973236
"1608",3,1999-05-07,7,5,1999,"Pisces uova",24.3393602225313
"1609",4,1999-05-07,7,5,1999,"Pisces uova",0
"1610",2,2000-05-25,25,5,2000,"Pisces uova",0.925925925925926
"1611",3,2000-05-25,25,5,2000,"Pisces uova",20.2522323483384
"1612",4,2000-05-25,25,5,2000,"Pisces uova",36.330608537693
"1613",2,2001-05-28,28,5,2001,"Pisces uova",10.3523538664604
"1614",3,2001-05-28,28,5,2001,"Pisces uova",12.2466133938984
"1615",4,2001-05-28,28,5,2001,"Pisces uova",6.15733333589889
"1616",2,2002-04-22,22,4,2002,"Pisces uova",0
"1617",3,2002-04-22,22,4,2002,"Pisces uova",0
"1618",4,2002-04-22,22,4,2002,"Pisces uova",0
"1619",4,2014-05-21,21,5,2014,"Pisces uova",12.1212121212121
"1620",2,2015-05-27,27,5,2015,"Pisces uova",5.47008547008547
"1621",3,2015-05-27,27,5,2015,"Pisces uova",0.0788954635108481
"1622",4,2015-05-27,27,5,2015,"Pisces uova",10.958904109589
"1623",2,2016-04-29,29,4,2016,"Pisces uova",1.40996168582375
"1624",3,2016-04-29,29,4,2016,"Pisces uova",0.16359918200409
"1625",4,2016-04-29,29,4,2016,"Pisces uova",2.51572327044025
"1626",2,1997-05-14,14,5,1997,"Polychaeta larve ind ",1.90267801931218
"1627",3,1997-05-14,14,5,1997,"Polychaeta larve ind ",0
"1628",4,1997-05-15,15,5,1997,"Polychaeta larve ind ",0
"1629",2,1998-05-01,1,5,1998,"Polychaeta larve ind ",0
"1630",3,1998-05-01,1,5,1998,"Polychaeta larve ind ",0
